model_name,model_id,vocab_size,log2_vocab,BPB,bits_per_token,avg_bytes_per_token,perplexity,model_type,source_lang,target_lang,stars,quality_label,status,error_msg,eval_time_sec
Helsinki-NLP/opus-mt-sv-nl,sv-nl,56781,15.793,6.259925,16.6141,2.654,100311.1344,translation,sv,nl,1.1666666666666667,Basic,success,,22.3
Helsinki-NLP/opus-mt-es-pon,es-pon,56793,15.793,5.39185,12.1995,2.2626,4703.5743,translation,es,pon,5.0,Gold Standard,success,,26.3
Helsinki-NLP/opus-mt-pon-es,pon-es,56793,15.793,5.418837,13.8089,2.5483,14351.3396,translation,pon,es,5.0,Gold Standard,success,,23.8
Helsinki-NLP/opus-mt-tc-bible-big-gem-fra_ita_por_spa,tc-bible-big-gem-fra_ita_por_spa,56813,15.794,3.516339,13.231,3.7627,9614.5344,translation,tc,fra_ita_por_spa,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-tc-bible-big-gem-fra_ita_por_spa,tcbig-bible_gem-fra_ita_por_spa,56813,15.794,3.516339,13.231,3.7627,9614.5344,translation,tcbig,fra_ita_por_spa,5.0,Gold Standard,success,,25.1
Helsinki-NLP/opus-mt-en-ceb,en-ceb,56824,15.794,3.750976,14.9193,3.9775,30986.2767,translation,en,ceb,5.0,Gold Standard,success,,20.0
Helsinki-NLP/opus-mt-yo-en,yo-en,56836,15.795,8.465768,21.3106,2.5173,2601022.8671,translation,yo,en,5.0,Gold Standard,success,,25.1
Helsinki-NLP/opus-mt-fr-id,fr-id,56844,15.795,4.468318,13.1058,2.9331,8815.4376,translation,fr,id,3.0,Good,success,,21.0
Helsinki-NLP/opus-mt-id-fr,id-fr,56844,15.795,4.321074,14.0687,3.2558,17183.5451,translation,id,fr,5.0,Gold Standard,success,,21.1
Helsinki-NLP/opus-mt-tc-big-de-es,tcbig-de-es,56847,15.795,5.168076,13.8856,2.6868,15135.222,translation,tcbig,es,2.0,Fair,success,,30.4
Helsinki-NLP/opus-mt-tc-big-de-es,tc-big-de-es,56847,15.795,5.168076,13.8856,2.6868,15135.222,translation,tc,es,2.8333333333333335,Fair,success,,27.1
Helsinki-NLP/opus-mt-tc-big-itc-eu,tcbig-itc-eu,56899,15.796,4.50913,12.4789,2.7675,5708.5572,translation,tcbig,eu,3.8333333333333335,Good,success,,28.0
Helsinki-NLP/opus-mt-tc-big-itc-eu,tc-big-itc-eu,56899,15.796,4.50913,12.4789,2.7675,5708.5572,translation,tc,eu,3.5,Good,success,,27.4
Helsinki-NLP/opus-mt-fi-ve,fi-ve,56909,15.796,5.95132,11.492,1.931,2880.3623,translation,fi,ve,5.0,Gold Standard,success,,25.5
Helsinki-NLP/opus-mt-tc-big-hu-en,tc-big-hu-en,56973,15.798,5.048673,13.3512,2.6445,10449.8123,translation,tc,en,0.5,Experimental,success,,30.9
Helsinki-NLP/opus-mt-tc-big-en-hu,tc-big-en-hu,56973,15.798,3.271543,13.4406,4.1083,11117.8116,translation,tc,hu,5.0,Gold Standard,success,,25.9
Helsinki-NLP/opus-mt-tc-big-hu-en,tcbig-hu-en,56973,15.798,5.048673,13.3512,2.6445,10449.8123,translation,tcbig,en,0.5,Experimental,success,,29.1
Helsinki-NLP/opus-mt-tc-big-en-hu,tcbig-en-hu,56973,15.798,3.271543,13.4406,4.1083,11117.8116,translation,tcbig,hu,5.0,Gold Standard,success,,24.7
Helsinki-NLP/opus-mt-tc-big-eu-itc,tc-big-eu-itc,56987,15.798,4.76365,12.7935,2.6857,7099.4945,translation,tc,itc,2.5,Fair,success,,30.8
Helsinki-NLP/opus-mt-tc-big-eu-itc,tcbig-eu-itc,56987,15.798,4.76365,12.7935,2.6857,7099.4945,translation,tcbig,itc,2.0,Fair,success,,28.2
Helsinki-NLP/opus-mt-en-tw,en-tw,57000,15.799,3.572241,14.0344,3.9288,16779.9117,translation,en,tw,5.0,Gold Standard,success,,21.3
Helsinki-NLP/opus-mt-da-de,da-de,57027,15.799,6.175124,16.4299,2.6607,88285.8327,translation,da,de,2.5,Fair,success,,24.3
Helsinki-NLP/opus-mt-de-da,de-da,57027,15.799,6.303189,16.1251,2.5582,71472.2775,translation,de,da,0.8333333333333334,Experimental,success,,22.4
Helsinki-NLP/opus-mt-itc-en,itc-en,57043,15.8,6.014732,17.1365,2.8491,144079.09,translation,itc,en,0.6666666666666666,Experimental,success,,23.2
Helsinki-NLP/opus-mt-tc-big-tr-en,tc-big-tr-en,57060,15.8,4.751664,13.4441,2.8293,11144.9949,translation,tc,en,0.5,Experimental,success,,26.5
Helsinki-NLP/opus-mt-tc-big-en-tr,tc-big-en-tr,57060,15.8,3.08702,13.2795,4.3017,9943.1949,translation,tc,tr,5.0,Gold Standard,success,,26.6
Helsinki-NLP/opus-mt-tc-big-en-tr,tcbig-en-tr,57060,15.8,3.08702,13.2795,4.3017,9943.1949,translation,tcbig,tr,5.0,Gold Standard,success,,25.2
Helsinki-NLP/opus-mt-tc-big-tr-en,tcbig-tr-en,57060,15.8,4.751664,13.4441,2.8293,11144.9949,translation,tcbig,en,0.3333333333333333,Experimental,success,,26.8
Helsinki-NLP/opus-mt-en-gmq,en-gmq,57068,15.8,6.121863,24.9715,4.0791,32898369.5304,translation,en,gmq,5.0,Gold Standard,success,,18.4
Helsinki-NLP/opus-mt-es-mt,es-mt,57085,15.801,14.616875,39.1057,2.6754,591541531649.2528,translation,es,mt,2.6666666666666665,Fair,success,,23.1
Helsinki-NLP/opus-mt-mt-es,mt-es,57085,15.801,6.578655,18.0675,2.7464,274699.3166,translation,mt,es,3.1666666666666665,Good,success,,22.1
Helsinki-NLP/opus-mt-fr-mt,fr-mt,57092,15.801,9.043635,25.1196,2.7776,36455308.0886,translation,fr,mt,1.3333333333333333,Basic,success,,22.0
Helsinki-NLP/opus-mt-srn-en,srn-en,57092,15.801,6.677816,17.9656,2.6903,255963.5387,translation,srn,en,5.0,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-mt-fr,mt-fr,57092,15.801,6.757326,18.1603,2.6875,292946.1578,translation,mt,fr,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mkh,tc-bible-big-deu_eng_fra_por_spa-mkh,57129,15.802,3.109235,11.8074,3.7975,3584.1078,translation,tc,mkh,5.0,Gold Standard,success,,30.7
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mkh,tcbig-bible_deu_eng_fra_por_spa-mkh,57129,15.802,3.109235,11.8074,3.7975,3584.1078,translation,tcbig,mkh,5.0,Gold Standard,success,,24.5
Helsinki-NLP/opus-mt-sv-ro,sv-ro,57133,15.802,5.495336,15.0539,2.7394,34014.3548,translation,sv,ro,4.333333333333333,High Quality,success,,24.4
Helsinki-NLP/opus-mt-ro-sv,ro-sv,57133,15.802,5.660582,15.6692,2.7681,52106.8519,translation,ro,sv,4.5,Gold Standard,success,,24.2
Helsinki-NLP/opus-mt-da-fr,da-fr,57138,15.802,5.759872,15.3796,2.6701,42629.2703,translation,da,fr,3.0,Good,success,,24.5
Helsinki-NLP/opus-mt-en-itc,en-itc,57148,15.802,3.730684,15.415,4.132,43690.2293,translation,en,itc,5.0,Gold Standard,success,,18.3
Helsinki-NLP/opus-mt-tc-big-gmq-tr,tcbig-gmq-tr,57177,15.803,4.736543,13.7834,2.91,14099.8672,translation,tcbig,tr,1.3333333333333333,Basic,success,,30.5
Helsinki-NLP/opus-mt-tc-big-gmq-tr,tc-big-gmq-tr,57177,15.803,4.736543,13.7834,2.91,14099.8672,translation,tc,tr,2.3333333333333335,Fair,success,,29.2
Helsinki-NLP/opus-mt-en-gaa,en-gaa,57186,15.803,3.752467,14.5473,3.8767,23943.4462,translation,en,gaa,5.0,Gold Standard,success,,22.1
Helsinki-NLP/opus-mt-gaa-en,gaa-en,57186,15.803,5.598254,13.6374,2.436,12742.5952,translation,gaa,en,5.0,Gold Standard,success,,22.1
Helsinki-NLP/opus-mt-tl-en,tl-en,57198,15.804,6.26382,16.4855,2.6319,91758.0748,translation,tl,en,4.833333333333333,Gold Standard,success,,24.6
Helsinki-NLP/opus-mt-fi-ha,fi-ha,57208,15.804,5.620006,11.6358,2.0704,3182.1313,translation,fi,ha,5.0,Gold Standard,success,,24.6
Helsinki-NLP/opus-mt-ha-fi,ha-fi,57208,15.804,5.899622,15.1714,2.5716,36901.9313,translation,ha,fi,5.0,Gold Standard,success,,24.8
Helsinki-NLP/opus-mt-ceb-en,ceb-en,57239,15.805,6.193607,16.0816,2.5965,69349.6542,translation,ceb,en,5.0,Gold Standard,success,,25.3
Helsinki-NLP/opus-mt-ru-bg,ru-bg,57274,15.806,6.386114,12.4707,1.9528,5676.3284,translation,ru,bg,4.166666666666667,High Quality,success,,27.6
Helsinki-NLP/opus-mt-sv-mt,sv-mt,57279,15.806,12.351798,32.9255,2.6656,8157499630.1521,translation,sv,mt,3.3333333333333335,Good,success,,21.8
Helsinki-NLP/opus-mt-mt-sv,mt-sv,57279,15.806,16.013296,42.2625,2.6392,5275633840775.544,translation,mt,sv,4.166666666666667,High Quality,success,,24.4
Helsinki-NLP/opus-mt-en-pap,en-pap,57294,15.806,3.624284,14.1738,3.9108,18481.4141,translation,en,pap,5.0,Gold Standard,success,,19.8
Helsinki-NLP/opus-mt-pap-en,pap-en,57294,15.806,5.177642,13.5356,2.6142,11874.9441,translation,pap,en,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,tc-bible-big-mul-deu_eng_fra_por_spa,57305,15.806,3.639011,11.4818,3.1552,2859.9539,translation,tc,deu_eng_fra_por_spa,1.6666666666666667,Basic,success,,63.0
Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,tcbig-bible_mul-deu_eng_fra_por_spa,57305,15.806,3.639011,11.4818,3.1552,2859.9539,translation,tcbig,deu_eng_fra_por_spa,1.6666666666666667,Basic,success,,28.4
Helsinki-NLP/opus-mt-tn-en,tn-en,57306,15.806,7.85937,20.724,2.6368,1731942.4357,translation,tn,en,5.0,Gold Standard,success,,24.0
Helsinki-NLP/opus-mt-en-tn,en-tn,57306,15.806,3.497665,13.8124,3.949,14385.7311,translation,en,tn,5.0,Gold Standard,success,,20.8
Helsinki-NLP/opus-mt-bg-ru,bg-ru,57310,15.806,5.631368,11.351,2.0157,2612.0868,translation,bg,ru,4.5,Gold Standard,success,,25.4
Helsinki-NLP/opus-mt-tc-big-en-et,tcbig-en-et,57319,15.807,3.204311,13.8194,4.3128,14456.5195,translation,tcbig,et,5.0,Gold Standard,success,,25.7
Helsinki-NLP/opus-mt-tc-big-en-et,tc-big-en-et,57319,15.807,3.204311,13.8194,4.3128,14456.5195,translation,tc,et,5.0,Gold Standard,success,,22.8
Helsinki-NLP/opus-mt-en-st,en-st,57355,15.808,3.732309,14.7597,3.9546,27740.7181,translation,en,st,5.0,Gold Standard,success,,19.1
Helsinki-NLP/opus-mt-st-en,st-en,57355,15.808,6.222568,15.5687,2.502,48599.6092,translation,st,en,4.5,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-en-tl,en-tl,57373,15.808,3.450456,13.8772,4.0218,15047.046,translation,en,tl,5.0,Gold Standard,success,,19.6
Helsinki-NLP/opus-mt-gmq-en,gmq-en,57388,15.808,5.643727,15.3931,2.7275,43030.0576,translation,gmq,en,0.8333333333333334,Experimental,success,,23.0
Helsinki-NLP/opus-mt-ms-fr,ms-fr,57401,15.809,4.707589,14.2555,3.0282,19558.4162,translation,ms,fr,5.0,Gold Standard,success,,20.9
Helsinki-NLP/opus-mt-fr-ms,fr-ms,57403,15.809,4.589358,12.4002,2.7019,5405.5097,translation,fr,ms,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-id-es,id-es,57414,15.809,4.679988,15.2026,3.2484,37709.3994,translation,id,es,5.0,Gold Standard,success,,20.4
Helsinki-NLP/opus-mt-es-id,es-id,57414,15.809,6.132932,16.4976,2.69,92525.2896,translation,es,id,5.0,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-sv-sm,sv-sm,57440,15.81,5.119744,12.5306,2.4475,5916.772,translation,sv,sm,5.0,Gold Standard,success,,22.5
Helsinki-NLP/opus-mt-af-en,af-en,57445,15.81,5.201533,14.6972,2.8255,26563.3663,translation,af,en,4.0,High Quality,success,,21.0
Helsinki-NLP/opus-mt-en-af,en-af,57445,15.81,3.610265,14.9883,4.1516,32503.3694,translation,en,af,5.0,Gold Standard,success,,20.2
Helsinki-NLP/opus-mt-en-to,en-to,57446,15.81,4.049243,15.725,3.8835,54163.8172,translation,en,to,5.0,Gold Standard,success,,20.3
Helsinki-NLP/opus-mt-to-en,to-en,57446,15.81,7.175064,17.1205,2.3861,142490.6156,translation,to,en,5.0,Gold Standard,success,,25.0
Helsinki-NLP/opus-mt-ts-en,ts-en,57469,15.81,5.18302,13.4986,2.6044,11573.934,translation,ts,en,5.0,Gold Standard,success,,24.3
Helsinki-NLP/opus-mt-en-ts,en-ts,57469,15.81,3.583833,14.1366,3.9445,18011.1512,translation,en,ts,5.0,Gold Standard,success,,20.7
Helsinki-NLP/opus-mt-cs-sv,cs-sv,57482,15.811,6.220693,16.2069,2.6053,75640.7518,translation,cs,sv,2.8333333333333335,Fair,success,,23.3
Helsinki-NLP/opus-mt-sv-cs,sv-cs,57482,15.811,5.871925,16.4202,2.7964,87691.7279,translation,sv,cs,2.3333333333333335,Fair,success,,21.2
Helsinki-NLP/opus-mt-en-pag,en-pag,57487,15.811,3.878762,14.9735,3.8604,32171.94,translation,en,pag,5.0,Gold Standard,success,,21.1
Helsinki-NLP/opus-mt-pag-en,pag-en,57487,15.811,5.442996,13.9709,2.5668,16056.8533,translation,pag,en,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-fr-bi,fr-bi,57508,15.811,5.356865,12.9779,2.4227,8067.5998,translation,fr,bi,5.0,Gold Standard,success,,22.5
Helsinki-NLP/opus-mt-bi-fr,bi-fr,57508,15.811,5.03299,14.0847,2.7985,17374.8945,translation,bi,fr,5.0,Gold Standard,success,,24.5
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-aav,tc-bible-big-deu_eng_fra_por_spa-aav,57539,15.812,3.083417,11.7084,3.7972,3346.4719,translation,tc,aav,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-aav,tcbig-bible_deu_eng_fra_por_spa-aav,57539,15.812,3.083417,11.7084,3.7972,3346.4719,translation,tcbig,aav,5.0,Gold Standard,success,,29.1
Helsinki-NLP/opus-mt-en-nso,en-nso,57542,15.812,3.682877,14.4214,3.9158,21941.8131,translation,en,nso,5.0,Gold Standard,success,,19.5
Helsinki-NLP/opus-mt-nso-en,nso-en,57542,15.812,6.12629,15.6777,2.5591,52415.1651,translation,nso,en,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-de-nl,de-nl,57567,15.813,5.940813,15.187,2.5564,37303.2321,translation,de,nl,0.6666666666666666,Experimental,success,,25.6
Helsinki-NLP/opus-mt-tc-bible-big-phi-en,tc-bible-big-phi-en,57576,15.813,4.026875,11.1973,2.7806,2348.1157,translation,tc,en,1.8333333333333333,Basic,success,,31.3
Helsinki-NLP/opus-mt-tc-bible-big-phi-en,tcbig-bible_phi-en,57576,15.813,4.026875,11.1973,2.7806,2348.1157,translation,tcbig,en,2.3333333333333335,Fair,success,,29.0
Helsinki-NLP/opus-mt-ee-en,ee-en,57579,15.813,5.31275,13.8269,2.6026,14531.8035,translation,ee,en,5.0,Gold Standard,success,,21.9
Helsinki-NLP/opus-mt-en-ee,en-ee,57579,15.813,3.60322,14.1814,3.9358,18579.4855,translation,en,ee,5.0,Gold Standard,success,,20.5
Helsinki-NLP/opus-mt-da-es,da-es,57584,15.813,6.024599,16.227,2.6935,76702.6924,translation,da,es,3.1666666666666665,Good,success,,22.4
Helsinki-NLP/opus-mt-es-da,es-da,57584,15.813,6.138989,16.5569,2.697,96408.5407,translation,es,da,0.5,Experimental,success,,21.6
Helsinki-NLP/opus-mt-nl-fr,nl-fr,57642,15.815,5.738852,15.9028,2.7711,61265.2563,translation,nl,fr,3.6666666666666665,Good,success,,22.8
Helsinki-NLP/opus-mt-sl-sv,sl-sv,57661,15.815,6.033496,15.8571,2.6282,59356.1244,translation,sl,sv,2.1666666666666665,Fair,success,,24.5
Helsinki-NLP/opus-mt-sv-sl,sv-sl,57661,15.815,5.735189,15.6812,2.7342,52544.4119,translation,sv,sl,3.8333333333333335,Good,success,,21.8
Helsinki-NLP/opus-mt-zls-en,zls-en,57673,15.816,8.637883,26.0821,3.0195,71040179.4382,translation,zls,en,2.3333333333333335,Fair,success,,22.5
Helsinki-NLP/opus-mt-cpf-en,cpf-en,57679,15.816,,,,,translation,cpf,en,5.0,Gold Standard,error,exit=1: ,13.6
Helsinki-NLP/opus-mt-en-zls,en-zls,57680,15.816,12.218243,50.3664,4.1222,1451400024209804.8,translation,en,zls,5.0,Gold Standard,success,,24.1
Helsinki-NLP/opus-mt-en-cpf,en-cpf,57681,15.816,3.338934,12.7721,3.8252,6995.1917,translation,en,cpf,5.0,Gold Standard,success,,20.5
Helsinki-NLP/opus-mt-tc-big-en-ces_slk,tc-big-en-ces_slk,57703,15.816,3.195782,13.2076,4.1328,9459.9449,translation,tc,ces_slk,5.0,Gold Standard,success,,24.6
Helsinki-NLP/opus-mt-tc-big-en-ces_slk,tcbig-en-ces_slk,57703,15.816,3.195782,13.2076,4.1328,9459.9449,translation,tcbig,ces_slk,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-tc-big-zls-zle,tcbig-zls-zle,57711,15.817,5.435069,13.3269,2.452,10275.6617,translation,tcbig,zle,1.0,Basic,success,,28.4
Helsinki-NLP/opus-mt-tc-big-zls-zle,tc-big-zls-zle,57711,15.817,5.435069,13.3269,2.452,10275.6617,translation,tc,zle,0.8333333333333334,Experimental,success,,27.8
Helsinki-NLP/opus-mt-tc-big-ces_slk-en,tcbig-ces_slk-en,57714,15.817,5.569143,15.0627,2.7047,34223.4239,translation,tcbig,en,5.0,Gold Standard,success,,31.1
Helsinki-NLP/opus-mt-tc-big-ces_slk-en,tc-big-ces_slk-en,57714,15.817,5.569143,15.0627,2.7047,34223.4239,translation,tc,en,5.0,Gold Standard,success,,28.1
Helsinki-NLP/opus-mt-ms-de,ms-de,57715,15.817,4.631678,13.4142,2.8962,10915.9722,translation,ms,de,5.0,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-de-ms,de-ms,57716,15.817,4.93904,12.6997,2.5713,6652.439,translation,de,ms,5.0,Gold Standard,success,,26.3
Helsinki-NLP/opus-mt-tc-big-lv-en,tc-big-lv-en,57723,15.817,4.938237,13.2417,2.6815,9685.977,translation,tc,en,0.16666666666666666,Experimental,success,,31.6
Helsinki-NLP/opus-mt-tc-big-lv-en,tcbig-lv-en,57723,15.817,4.938237,13.2417,2.6815,9685.977,translation,tcbig,en,0.5,Experimental,success,,30.3
Helsinki-NLP/opus-mt-fi-pon,fi-pon,57737,15.817,5.579626,10.9217,1.9574,1939.8192,translation,fi,pon,5.0,Gold Standard,success,,25.7
Helsinki-NLP/opus-mt-pon-fi,pon-fi,57737,15.817,5.898726,15.0036,2.5435,32849.9434,translation,pon,fi,5.0,Gold Standard,success,,24.3
Helsinki-NLP/opus-mt-ty-fr,ty-fr,57756,15.818,13.694432,35.8473,2.6177,61816059522.6549,translation,ty,fr,5.0,Gold Standard,success,,23.8
Helsinki-NLP/opus-mt-fr-ty,fr-ty,57756,15.818,5.36282,13.0478,2.433,8468.0519,translation,fr,ty,5.0,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-en-cpp,en-cpp,57766,15.818,3.232519,13.1175,4.058,8887.1519,translation,en,cpp,5.0,Gold Standard,success,,20.9
Helsinki-NLP/opus-mt-ru-uk,ru-uk,57777,15.818,5.992624,12.4424,2.0763,5565.7715,translation,ru,uk,0.16666666666666666,Experimental,success,,27.6
Helsinki-NLP/opus-mt-en-ilo,en-ilo,57777,15.818,3.646273,14.5111,3.9797,23348.8873,translation,en,ilo,5.0,Gold Standard,success,,18.4
Helsinki-NLP/opus-mt-uk-ru,uk-ru,57777,15.818,6.716374,13.6796,2.0368,13121.5021,translation,uk,ru,0.5,Experimental,success,,25.5
Helsinki-NLP/opus-mt-cpp-en,cpp-en,57790,15.819,4.549965,12.1623,2.673,4583.6445,translation,cpp,en,4.5,Gold Standard,success,,21.8
Helsinki-NLP/opus-mt-et-sv,et-sv,57792,15.819,6.062909,15.8291,2.6108,58215.7466,translation,et,sv,2.3333333333333335,Fair,success,,22.4
Helsinki-NLP/opus-mt-sv-et,sv-et,57792,15.819,5.758546,15.8614,2.7544,59530.941,translation,sv,et,4.166666666666667,High Quality,success,,21.7
Helsinki-NLP/opus-mt-tc-big-fi-en,tc-big-fi-en,57830,15.82,5.584404,14.1147,2.5275,17739.4071,translation,tc,en,0.5,Experimental,success,,28.8
Helsinki-NLP/opus-mt-tc-big-fi-en,tcbig-fi-en,57830,15.82,5.584404,14.1147,2.5275,17739.4071,translation,tcbig,en,0.5,Experimental,success,,27.0
Helsinki-NLP/opus-mt-tc-big-zle-zls,tc-big-zle-zls,57830,15.82,6.19524,13.5288,2.1837,11818.4873,translation,tc,zls,1.8333333333333333,Basic,success,,33.2
Helsinki-NLP/opus-mt-tc-big-zle-zls,tcbig-zle-zls,57830,15.82,6.19524,13.5288,2.1837,11818.4873,translation,tcbig,zls,1.0,Basic,success,,29.4
Helsinki-NLP/opus-mt-tc-big-en-fi,tc-big-en-fi,57849,15.82,3.355126,13.7038,4.0844,13342.9964,translation,tc,fi,5.0,Gold Standard,success,,26.8
Helsinki-NLP/opus-mt-tc-big-en-fi,tcbig-en-fi,57849,15.82,3.355126,13.7038,4.0844,13342.9964,translation,tcbig,fi,5.0,Gold Standard,success,,23.6
Helsinki-NLP/opus-mt-ms-it,ms-it,57896,15.821,4.466372,13.0343,2.9183,8389.2661,translation,ms,it,5.0,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-cel-en,cel-en,57907,15.821,5.349906,14.5422,2.7182,23857.4929,translation,cel,en,3.3333333333333335,Good,success,,25.0
Helsinki-NLP/opus-mt-it-ms,it-ms,57912,15.822,4.619699,12.1351,2.6268,4497.9582,translation,it,ms,5.0,Gold Standard,success,,21.4
Helsinki-NLP/opus-mt-en-cel,en-cel,57912,15.822,4.180029,17.7721,4.2517,223836.4136,translation,en,cel,5.0,Gold Standard,success,,19.2
Helsinki-NLP/opus-mt-fr-vi,fr-vi,57937,15.822,4.767907,12.7937,2.6833,7100.6604,translation,fr,vi,5.0,Gold Standard,success,,23.8
Helsinki-NLP/opus-mt-vi-fr,vi-fr,57937,15.822,4.462735,13.8039,3.0931,14301.6044,translation,vi,fr,5.0,Gold Standard,success,,20.5
Helsinki-NLP/opus-mt-lv-en,lv-en,57941,15.822,6.364451,16.5247,2.5964,94284.2841,translation,lv,en,0.3333333333333333,Experimental,success,,22.6
Helsinki-NLP/opus-mt-de-mt,de-mt,57955,15.823,16.603974,42.8966,2.5835,8187759340482.976,translation,de,mt,2.0,Fair,success,,22.3
Helsinki-NLP/opus-mt-sl-es,sl-es,57959,15.823,5.853082,15.7418,2.6895,54798.4943,translation,sl,es,4.166666666666667,High Quality,success,,23.9
Helsinki-NLP/opus-mt-es-sl,es-sl,57959,15.823,5.98662,16.3882,2.7375,85771.1582,translation,es,sl,2.3333333333333335,Fair,success,,23.0
Helsinki-NLP/opus-mt-sv-sk,sv-sk,57968,15.823,5.975429,16.648,2.7861,102697.9531,translation,sv,sk,3.0,Good,success,,22.0
Helsinki-NLP/opus-mt-sk-sv,sk-sv,57968,15.823,6.436458,16.4908,2.5621,92093.6156,translation,sk,sv,3.0,Good,success,,21.8
Helsinki-NLP/opus-mt-tc-big-gmq-itc,tc-big-gmq-itc,57969,15.823,4.496579,12.5128,2.7827,5844.0877,translation,tc,itc,4.333333333333333,High Quality,success,,27.0
Helsinki-NLP/opus-mt-tc-big-gmq-itc,tcbig-gmq-itc,57969,15.823,4.496579,12.5128,2.7827,5844.0877,translation,tcbig,itc,4.333333333333333,High Quality,success,,26.5
Helsinki-NLP/opus-mt-loz-en,loz-en,57974,15.823,5.66011,13.7002,2.4205,13309.3391,translation,loz,en,5.0,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-en-loz,en-loz,57974,15.823,3.89046,15.0649,3.8723,34276.8672,translation,en,loz,5.0,Gold Standard,success,,20.6
Helsinki-NLP/opus-mt-it-sv,it-sv,57979,15.823,6.094051,16.4714,2.7029,90860.5263,translation,it,sv,1.3333333333333333,Basic,success,,21.6
Helsinki-NLP/opus-mt-fr-sv,fr-sv,57981,15.823,5.927318,16.1583,2.7261,73137.4208,translation,fr,sv,1.3333333333333333,Basic,success,,21.6
Helsinki-NLP/opus-mt-sv-fr,sv-fr,57981,15.823,5.748667,15.2966,2.6609,40246.9814,translation,sv,fr,2.0,Fair,success,,21.8
Helsinki-NLP/opus-mt-NORTH_EU-NORTH_EU,NORTH_EU-NORTH_EU,58012,15.824,5.333288,14.2006,2.6626,18827.5066,translation,NORTH_EU,NORTH_EU,2.6666666666666665,Fair,success,,23.3
Helsinki-NLP/opus-mt-zlw-en,zlw-en,58034,15.825,10.532552,27.2141,2.5838,155690219.1392,translation,zlw,en,1.1666666666666667,Basic,success,,23.7
Helsinki-NLP/opus-mt-de-et,de-et,58042,15.825,5.889799,16.0627,2.7272,68447.9364,translation,de,et,3.1666666666666665,Good,success,,21.9
Helsinki-NLP/opus-mt-et-de,et-de,58042,15.825,5.962501,15.8067,2.651,57319.0016,translation,et,de,1.6666666666666667,Basic,success,,23.9
Helsinki-NLP/opus-mt-en-zlw,en-zlw,58052,15.825,5.280321,21.6137,4.0933,3209077.3482,translation,en,zlw,5.0,Gold Standard,success,,17.9
Helsinki-NLP/opus-mt-sv-es,sv-es,58053,15.825,6.003948,15.9037,2.6489,61306.1936,translation,sv,es,2.3333333333333335,Fair,success,,24.3
Helsinki-NLP/opus-mt-fi-et,fi-et,58055,15.825,6.119654,15.4671,2.5274,45295.0998,translation,fi,et,3.1666666666666665,Good,success,,24.9
Helsinki-NLP/opus-mt-et-fi,et-fi,58055,15.825,6.038063,15.7279,2.6048,54272.2218,translation,et,fi,2.5,Fair,success,,22.1
Helsinki-NLP/opus-mt-eu-es,eu-es,58060,15.825,5.502099,14.1237,2.567,17851.1435,translation,eu,es,3.5,Good,success,,21.7
Helsinki-NLP/opus-mt-es-eu,es-eu,58060,15.825,5.122698,13.0459,2.5467,8457.0036,translation,es,eu,2.3333333333333335,Fair,success,,24.8
Helsinki-NLP/opus-mt-et-fr,et-fr,58065,15.825,6.152761,16.2843,2.6467,79811.5725,translation,et,fr,3.5,Good,success,,22.9
Helsinki-NLP/opus-mt-es-NORWAY,es-NORWAY,58071,15.826,5.567027,15.0856,2.7098,34772.2389,translation,es,NORWAY,2.6666666666666665,Fair,success,,25.7
